ID,Level,German,English,CEFR
0732,8,unterbringen,accommodate,B2
0733,8,erreichen,accomplish,B2
0734,8,Buchhalter,accountant,B2
0735,8,Genauigkeit,accuracy,B2
0736,8,genau,accurately,B2
0737,8,Säure,acid,B2
0738,8,aktivieren,activate,B2
0739,8,Sucht,addiction,B2
0740,8,zusätzlich,additionally,B2
0741,8,angemessen,adequate,B2
0742,8,ausreichend,adequately,B2
0743,8,anpassen,adjust,B2
0744,8,erschwinglich,affordable,B2
0745,8,Landwirtschaft,agriculture,B2
0746,8,AIDS,AIDS,B2
0747,8,Ausländer,alien,B2
0748,8,neben,alongside,B2
0749,8,insgesamt,altogether,B2
0750,8,Krankenwagen,ambulance,B2
0751,8,amüsant,amusing,B2
0752,8,Analytiker,analyst,B2
0753,8,Vorfahr,ancestor,B2
0754,8,Animation,animation,B2
0755,8,jährlich,annually,B2
0756,8,antizipieren,anticipate,B2
0757,8,Angst,anxiety,B2
0758,8,Entschuldigung,apology,B2
0759,8,Antragsteller,applicant,B2
0760,8,angemessen,appropriately,B2
0761,8,Pfeil,arrow,B2
0762,8,Kunstwerk,artwork,B2
0763,8,beiseite,aside,B2
0764,8,Vermögenswert,asset,B2
0765,8,zuordnen,assign,B2
0766,8,Hilfe,assistance,B2
0767,8,Annahme,assumption,B2
0768,8,versichern,assure,B2
0769,8,erstaunlich,astonishing,B2
0770,8,Anhang,attachment,B2
0771,8,Auktion,auction,B2
0772,8,Audio-,audio,B2
0773,8,automatisch,automatic,B2
0774,8,automatisch,automatically,B2
0775,8,Bewusstsein,awareness,B2
0776,8,unangenehm,awkward,B2
0777,8,Abzeichen,badge,B2
0778,8,ausgewogen,balanced,B2
0779,8,Ballett,ballet,B2
0780,8,Ballon,balloon,B2
0781,8,kaum,barely,B2
0782,8,Schnäppchen,bargain,B2
0783,8,Keller,basement,B2
0784,8,Korb,basket,B2
0785,8,Schläger,bat,B2
0786,8,vorteilhaft,beneficial,B2
0787,8,neben,beside,B2
0788,8,außerdem,besides,B2
0789,8,Voreingenommenheit,bias,B2
0790,8,Gebot,bid,B2
0791,8,biologisch,biological,B2
0792,8,Decke,blanket,B2
0793,8,Schlag,blow,B2
0794,8,deutlich,bold,B2
0795,8,Bombardierung,bombing,B2
0796,8,Buchung,booking,B2
0797,8,Schub,boost,B2
0798,8,gebunden,bound,B2
0799,8,Ziegel,brick,B2
0800,8,knapp,briefly,B2
0801,9,Sender,broadcaster,B2
0802,9,breit,broadly,B2
0803,9,Insekt,bug,B2
0804,9,Kabine,cabin,B2
0805,9,Kanal,canal,B2
0806,9,Kerze,candle,B2
0807,9,Kohlenstoff,carbon,B2
0808,9,lässig,casual,B2
0809,9,Höhle,cave,B2
0810,9,Sicherheit,certainty,B2
0811,9,Zertifikat,certificate,B2
0812,9,herausfordernd,challenging,B2
0813,9,Meisterschaft,championship,B2
0814,9,charmant,charming,B2
0815,9,Verfolgungsjagd,chase,B2
0816,9,Wange,cheek,B2
0817,9,jubeln,cheer,B2
0818,9,Chor,choir,B2
0819,9,hacken,chop,B2
0820,9,Schaltung,circuit,B2
0821,9,Zivilisation,civilization,B2
0822,9,klären,clarify,B2
0823,9,klassifizieren,classify,B2
0824,9,Sachbearbeiter,clerk,B2
0825,9,Cliff,cliff,B2
0826,9,Klinik,clinic,B2
0827,9,Clip,clip,B2
0828,9,Zufall,coincidence,B2
0829,9,Kollektor,collector,B2
0830,9,Kolonie,colony,B2
0831,9,bunt,colourful,B2
0832,9,komisch,comic,B2
0833,9,Kommandant,commander,B2
0834,9,vergleichend,comparative,B2
0835,9,Fertigstellung,completion,B2
0836,9,komponieren,compose,B2
0837,9,Komponist,composer,B2
0838,9,Verbindung,compound,B2
0839,9,umfassend,comprehensive,B2
0840,9,umfassen,comprise,B2
0841,9,obligatorisch,compulsory,B2
0842,9,Beton,concrete,B2
0843,9,bekennen,confess,B2
0844,9,Verwirrung,confusion,B2
0845,9,folglich,consequently,B2
0846,9,unterscheidbar,distinct,B2
0847,9,unterscheiden,distinguish,B2
0848,9,ablenken,distract,B2
0849,9,Erhaltung,conservation,B2
0850,9,beträchtlich,considerable,B2
0851,9,wesentlich,considerably,B2
0852,9,konsequent,consistently,B2
0853,9,Verschwörung,conspiracy,B2
0854,9,konsultieren,consult,B2
0855,9,Berater,consultant,B2
0856,9,Verbrauch,consumption,B2
0857,9,umstritten,controversial,B2
0858,9,Kontroverse,controversy,B2
0859,9,Bequemlichkeit,convenience,B2
0860,9,Konvention,convention,B2
0861,9,konventionell,conventional,B2
0862,9,vermitteln,convey,B2
0863,9,überzeugend,convincing,B2
0864,9,bewältigen,cope,B2
0865,9,Gesellschaft,corporation,B2
0866,9,Korridor,corridor,B2
0867,9,Schalter,counter,B2
0868,9,Abdeckung,coverage,B2
0869,9,Riss,crack,B2
0870,9,Handwerk,craft,B2
0871,9,Kreativität,creativity,B2
0872,9,kritisch,critically,B2
0873,9,Kreuzfahrt,cruise,B2
0874,9,Stichwort,cue,B2
0875,9,neugierig,curious,B2
0876,9,Lehrplan,curriculum,B2
0877,9,Niedlich,cute,B2
0878,9,Molkerei,dairy,B2
0879,9,wagen,dare,B2
0880,9,Dunkelheit,darkness,B2
0881,9,Datenbank,database,B2
0882,9,Frist,deadline,B2
0883,9,tödlich,deadly,B2
0884,9,Händler,dealer,B2
0885,9,Deck,deck,B2
0886,9,Verteidiger,defender,B2
0887,9,löschen,delete,B2
0888,9,Demokratie,democracy,B2
0889,9,demokratisch,democratic,B2
0890,9,Demonstration,demonstration,B2
0891,9,abweichen,depart,B2
0892,9,abhängig,dependent,B2
0893,9,Kaution,deposit,B2
0894,9,Depression,depression,B2
0895,9,ableiten,derive,B2
0896,9,verzweifelt,desperately,B2
0897,9,Zerstörung,destruction,B2
0898,9,Bestimmung,determination,B2
0899,9,widmen,devote,B2
0900,9,abweichen,differ,B2
0901,10,Behinderung,disability,B2
0902,10,deaktiviert,disabled,B2
0903,10,Uneinigkeit,disagreement,B2
0904,10,enttäuschen,disappoint,B2
0905,10,Enttäuschung,disappointment,B2
0906,10,entmutigen,discourage,B2
0907,10,Störung,disorder,B2
0908,10,entfernt,distant,B2
0909,10,stören,disturb,B2
0910,10,tauchen,dive,B2
0911,10,vielfältig,diverse,B2
0912,10,Diversität,diversity,B2
0913,10,Scheidung,divorce,B2
0914,10,dominant,dominant,B2
0915,10,Spende,donation,B2
0916,10,Punkt,dot,B2
0917,10,Innenstadt,downtown,B2
0918,10,dramatisch,dramatically,B2
0919,10,Trockenheit,drought,B2
0920,10,langweilig,dull,B2
0921,10,entsorgen,dump,B2
0922,10,Dauer,duration,B2
0923,10,dynamisch,dynamic,B2
0924,10,Wirtschaft,economics,B2
0925,10,Ökonom,economist,B2
0926,10,Leitartikel,editorial,B2
0927,10,effizient,efficiently,B2
0928,10,Ellbogen,elbow,B2
0929,10,Elektronik,electronics,B2
0930,10,elegant,elegant,B2
0931,10,elementar,elementary,B2
0932,10,beseitigen,eliminate,B2
0933,10,umarmen,embrace,B2
0934,10,Emission,emission,B2
0935,10,emotional,emotionally,B2
0936,10,Reich,empire,B2
0937,10,angenehm,enjoyable,B2
0938,10,unterhaltsam,entertaining,B2
0939,10,Unternehmer,entrepreneur,B2
0940,10,Umschlag,envelope,B2
0941,10,ausrüsten,equip,B2
0942,10,Äquivalent,equivalent,B2
0943,10,Epoche,era,B2
0944,10,ausbrechen,erupt,B2
0945,10,im Wesentlichen,essentially,B2
0946,10,Ethik,ethic,B2
0947,10,ethnisch,ethnic,B2
0948,10,Auswertung,evaluation,B2
0949,10,offensichtlich,evident,B2
0950,10,Evolution,evolution,B2
0951,10,evolve,evolve,B2
0952,10,überschreiten,exceed,B2
0953,10,Ausnahme,exception,B2
0954,10,übertrieben,excessive,B2
0955,10,ausschließen,exclude,B2
0956,10,ausstellen,exhibit,B2
0957,10,Ausfahrt,exit,B2
0958,10,exotisch,exotic,B2
0959,10,Erweiterung,expansion,B2
0960,10,Sachverstand,expertise,B2
0961,10,ausbeuten,exploit,B2
0962,10,Belichtung,exposure,B2
0963,10,Verlängerung,extension,B2
0964,10,umfangreich,extensive,B2
0965,10,ausführlich,extensively,B2
0966,10,Extrakt,extract,B2
0967,10,Stoff,fabric,B2
0968,10,fabelhaft,fabulous,B2
0969,10,fehlgeschlagen,failed,B2
0970,10,gefälscht,fake,B2
0971,10,Ruhm,fame,B2
0972,10,Fantasie,fantasy,B2
0973,10,Fahrpreis,fare,B2
0974,10,föderal,federal,B2
0975,10,Fieber,fever,B2
0976,10,Feuerwehrmann,firefighter,B2
0977,10,Feuerwerk,firework,B2
0978,10,Firma,firm,B2
0979,10,fest,firmly,B2
0980,10,Geschmack,flavour,B2
0981,10,gern,fond,B2
0982,10,Narr,fool,B2
0983,10,verbieten,forbid,B2
0984,10,Vorhersage,forecast,B2
0985,10,Format,format,B2
0986,10,Bildung,formation,B2
0987,10,früher,formerly,B2
0988,10,glücklich,fortunate,B2
0989,10,Forum,forum,B2
0990,10,Fossil,fossil,B2
0991,10,Stiftung,foundation,B2
0992,10,Gründer,founder,B2
0993,10,Fraktion,fraction,B2
0994,10,Fragment,fragment,B2
0995,10,Rahmen,framework,B2
0996,10,Betrug,fraud,B2
0997,10,frei,freely,B2
0998,10,häufig,frequent,B2
0999,10,erfüllen,fulfil,B2
1000,10,Vollzeit,full-time,B2
1001,11,grundsätzlich,fundamentally,B2
1002,11,wütend,furious,B2
1003,11,Gaming,gaming,B2
1004,11,schwul,gay,B2
1005,11,Geschlecht,gender,B2
1006,11,Gen,gene,B2
1007,11,genetisch,genetic,B2
1008,11,Genius,genius,B2
1009,11,echt,genuine,B2
1010,11,original,genuinely,B2
1011,11,Geste,gesture,B2
1012,11,Auftritt,gig,B2
1013,11,Globalisierung,globalization,B2
1014,11,Globus,globe,B2
1015,11,golden,golden,B2
1016,11,Güte,goodness,B2
1017,11,wunderschön,gorgeous,B2
1018,11,Gouverneur,governor,B2
1019,11,Grafik,graphic,B2
1020,11,Grafik,graphics,B2
1021,11,stark,greatly,B2
1022,11,Gewächshaus,greenhouse,B2
1023,11,Lebensmittelgeschäft,grocery,B2
1024,11,Richtlinie,guideline,B2
1025,11,Lebensraum,habitat,B2
1026,11,Hafen,harbour,B2
1027,11,Hauptsitz,headquarters,B2
1028,11,heilen,heal,B2
1029,11,Gesundheitspflege,healthcare,B2
1030,11,Helm,helmet,B2
1031,11,somit,hence,B2
1032,11,Kraut,herb,B2
1033,11,versteckt,hidden,B2
1034,11,Autobahn,highway,B2
1035,11,urkomisch,hilarious,B2
1036,11,Hüfte,hip,B2
1037,11,Historiker,historian,B2
1038,11,obdachlos,homeless,B2
1039,11,Ehrlichkeit,honesty,B2
1040,11,Haken,hook,B2
1041,11,hoffentlich,hopefully,B2
1042,11,Hunger,hunger,B2
1043,11,Hypothese,hypothesis,B2
1044,11,Symbol,icon,B2
1045,11,AUSWEIS,ID,B2
1046,11,identisch,identical,B2
1047,11,Illusion,illusion,B2
1048,11,Einwanderung,immigration,B2
1049,11,immun,immune,B2
1050,11,implementieren,implement,B2
1051,11,Implikation,implication,B2
1052,11,Anreiz,incentive,B2
1053,11,einarbeiten,incorporate,B2
1054,11,falsch,incorrect,B2
1055,11,Unabhängigkeit,independence,B2
1056,11,Index,index,B2
1057,11,Anzeige,indication,B2
1058,11,unvermeidlich,inevitable,B2
1059,11,zwangsläufig,inevitably,B2
1060,11,schließen,infer,B2
1061,11,Inflation,inflation,B2
1062,11,Info,info,B2
1063,11,Infrastruktur,infrastructure,B2
1064,11,Einwohner,inhabitant,B2
1065,11,erben,inherit,B2
1066,11,Tinte,ink,B2
1067,11,Innovation,innovation,B2
1068,11,innovativ,innovative,B2
1069,11,Eingang,input,B2
1070,11,einfügen,insert,B2
1071,11,Inspektor,inspector,B2
1072,11,Installation,installation,B2
1073,11,sofort,instant,B2
1074,11,sofort,instantly,B2
1075,11,integrieren,integrate,B2
1076,11,intellektuell,intellectual,B2
1077,11,interagieren,interact,B2
1078,11,Interaktion,interaction,B2
1079,11,Interpretation,interpretation,B2
1080,11,Intervall,interval,B2
1081,11,einmarschieren,invade,B2
1082,11,Invasion,invasion,B2
1083,11,Investor,investor,B2
1084,11,isolieren,isolate,B2
1085,11,isoliert,isolated,B2
1086,11,Gefängnis,jail,B2
1087,11,Jet,jet,B2
1088,11,gemeinsam,joint,B2
1089,11,Journalismus,journalism,B2
1090,11,Jury,jury,B2
1091,11,Bausatz,kit,B2
1092,11,Leiter,ladder,B2
1093,11,Landung,landing,B2
1094,11,Fahrbahn,lane,B2
1095,11,in letzter Zeit,lately,B2
1096,11,Broschüre,leaflet,B2
1097,11,Legende,legend,B2
1098,11,Linse,lens,B2
1099,11,Lebensdauer,lifetime,B2
1100,11,Beleuchtung,lighting,B2
1101,12,ebenfalls,likewise,B2
1102,12,Einschränkung,limitation,B2
1103,12,buchstäblich,literally,B2
1104,12,literarisch,literary,B2
1105,12,Liter,litre,B2
1106,12,Wurf,litter,B2
1107,12,Logo,logo,B2
1108,12,Lotterie,lottery,B2
1109,12,treu,loyal,B2
1110,12,lyrisch,lyric,B2
1111,12,herrlich,magnificent,B2
1112,12,bilden,make-up,B2
1113,12,Herstellung,making,B2
1114,12,Herstellung,manufacture,B2
1115,12,Herstellung,manufacturing,B2
1116,12,Marathon,marathon,B2
1117,12,Marge,margin,B2
1118,12,Marker,marker,B2
1119,12,kriegerisch,martial,B2
1120,12,Kumpel,mate,B2
1121,12,Bürgermeister,mayor,B2
1122,12,Mechaniker,mechanic,B2
1123,12,mechanisch,mechanical,B2
1124,12,Mechanismus,mechanism,B2
1125,12,Medaille,medal,B2
1126,12,Medikamente,medication,B2
1127,12,Mitgliedschaft,membership,B2
1128,12,unvergesslich,memorable,B2
1129,12,Metapher,metaphor,B2
1130,12,Bergmann,miner,B2
1131,12,miserabel,miserable,B2
1132,12,Modus,mode,B2
1133,12,bescheiden,modest,B2
1134,12,Monster,monster,B2
1135,12,monatlich,monthly,B2
1136,12,Monument,monument,B2
1137,12,darüber hinaus,moreover,B2
1138,12,Hypothek,mortgage,B2
1139,12,Moschee,mosque,B2
1140,12,Bewegung,motion,B2
1141,12,motivieren,motivate,B2
1142,12,Motivation,motivation,B2
1143,12,bewegen,moving,B2
1144,12,Mythos,myth,B2
1145,12,nackt,naked,B2
1146,12,böse,nasty,B2
1147,12,Navigation,navigation,B2
1148,12,nahe,nearby,B2
1149,12,Notwendigkeit,necessity,B2
1150,12,verhandeln,negotiate,B2
1151,12,Verhandlung,negotiation,B2
1152,12,neutral,neutral,B2
1153,12,neu,newly,B2
1154,12,Norm,norm,B2
1155,12,Notizbuch,notebook,B2
1156,12,Romancier,novelist,B2
1157,12,heutzutage,nowadays,B2
1158,12,Pflege,nursing,B2
1159,12,Ernährung,nutrition,B2
1160,12,Fettleibigkeit,obesity,B2
1161,12,Beobachter,observer,B2
1162,12,Hindernis,obstacle,B2
1163,12,Beruf,occupation,B2
1164,12,besetzen,occupy,B2
1165,12,Täter,offender,B2
1166,12,fortlaufend,ongoing,B2
1167,12,offen,openly,B2
1168,12,Oper,opera,B2
1169,12,Operator,operator,B2
1170,12,optimistisch,optimistic,B2
1171,12,Orchester,orchestra,B2
1172,12,organisch,organic,B2
1173,12,Outfit,outfit,B2
1174,12,Ausgabe,output,B2
1175,12,hervorragend,outstanding,B2
1176,12,überwinden,overcome,B2
1177,12,über Nacht,overnight,B2
1178,12,Übersee-,overseas,B2
1179,12,Eigentum,ownership,B2
1180,12,Sauerstoff,oxygen,B2
1181,12,Paket,packet,B2
1182,12,Palme,palm,B2
1183,12,Panik,panic,B2
1184,12,Parade,parade,B2
1185,12,parallel,parallel,B2
1186,12,Teilnahme,participation,B2
1187,12,Partnerschaft,partnership,B2
1188,12,Teilzeit,part-time,B2
1189,12,leidenschaftlich,passionate,B2
1190,12,Passwort,password,B2
1191,12,Geduld,patience,B2
1192,12,Pause,pause,B2
1193,12,Peer,peer,B2
1194,12,Strafe,penalty,B2
1195,12,wahrnehmen,perceive,B2
1196,12,Wahrnehmung,perception,B2
1197,12,permanent,permanently,B2
1198,12,Pille,pill,B2
1199,12,Mitleid,pity,B2
1200,12,Platzierung,placement,B2
1201,13,Portion,portion,B2
1202,13,potenziell,potentially,B2
1203,13,vorausgehen,precede,B2
1204,13,wertvoll,precious,B2
1205,13,präzise,precise,B2
1206,13,genau,precisely,B2
1207,13,vorhersehbar,predictable,B2
1208,13,Präferenz,preference,B2
1209,13,Stolz,pride,B2
1210,13,in erster Linie,primarily,B2
1211,13,Rektor,principal,B2
1212,13,vor,prior,B2
1213,13,Wahrscheinlichkeit,probability,B2
1214,13,wahrscheinlich,probable,B2
1215,13,fortfahren,proceed,B2
1216,13,Programmierung,programming,B2
1217,13,progressiv,progressive,B2
1218,13,verbieten,prohibit,B2
1219,13,vielversprechend,promising,B2
1220,13,Förderung,promotion,B2
1221,13,prompt,prompt,B2
1222,13,Anteil,proportion,B2
1223,13,Protein,protein,B2
1224,13,Demonstrant,protester,B2
1225,13,psychologisch,psychological,B2
1226,13,Werbung,publicity,B2
1227,13,Veröffentlichung,publishing,B2
1228,13,Punk,punk,B2
1229,13,rein,purely,B2
1230,13,verfolgen,pursuit,B2
1231,13,Puzzle,puzzle,B2
1232,13,Fragebogen,questionnaire,B2
1233,13,rassisch,racial,B2
1234,13,Rassismus,racism,B2
1235,13,Rassist,racist,B2
1236,13,Strahlung,radiation,B2
1237,13,Schiene,rail,B2
1238,13,zufällig,random,B2
1239,13,Ratte,rat,B2
1240,13,Bewertung,rating,B2
1241,13,vernünftigerweise,reasonably,B2
1242,13,neu aufbauen,rebuild,B2
1243,13,Empfänger,receiver,B2
1244,13,Rezession,recession,B2
1245,13,rechnen,reckon,B2
1246,13,verschütten,spill,B2
1247,13,Erkennung,recognition,B2
1248,13,Erholung,recovery,B2
1249,13,rekrutieren,recruit,B2
1250,13,Werbung,recruitment,B2
1251,13,Schiedsrichter,referee,B2
1252,13,Flüchtling,refugee,B2
1253,13,Anmeldung,registration,B2
1254,13,regulieren,regulate,B2
1255,13,verstärken,reinforce,B2
1256,13,entlasten,relieve,B2
1257,13,erleichtert,relieved,B2
1258,13,bemerkenswert,remarkable,B2
1259,13,bemerkenswert,remarkably,B2
1260,13,Berichterstattung,reporting,B2
1261,13,zurücktreten,resign,B2
1262,13,Auflösung,resolution,B2
1263,13,wiederherstellen,restore,B2
1264,13,beschränken,restrict,B2
1265,13,Beschränkung,restriction,B2
1266,13,Einzelhandel,retail,B2
1267,13,Ruhestand,retirement,B2
1268,13,Einnahmen,revenue,B2
1269,13,Revision,revision,B2
1270,13,lächerlich,ridiculous,B2
1271,13,riskant,risky,B2
1272,13,Rivale,rival,B2
1273,13,rauben,rob,B2
1274,13,Raub,robbery,B2
1275,13,Rakete,rocket,B2
1276,13,Romantik,romance,B2
1277,13,Rose,rose,B2
1278,13,rund,roughly,B2
1279,13,Ruine,ruin,B2
1280,13,Zufriedenheit,satisfaction,B2
1281,13,Skandal,scandal,B2
1282,13,Schrecken,scare,B2
1283,13,Szenario,scenario,B2
1284,13,Gelehrte,scholar,B2
1285,13,Stipendium,scholarship,B2
1286,13,kratzen,scratch,B2
1287,13,Screening,screening,B2
1288,13,Sucher,seeker,B2
1289,13,Seminar,seminar,B2
1290,13,Siedler,settler,B2
1291,13,stark,severely,B2
1292,13,sexy,sexy,B2
1293,13,geformt,shaped,B2
1294,13,schockierend,shocking,B2
1295,13,Ufer,shore,B2
1296,13,Mangel,shortage,B2
1297,13,kurz,shortly,B2
1298,13,kurzfristig,short-term,B2
1299,13,Geschwister,sibling,B2
1300,13,Unterschrift,signature,B2
1301,14,Bedeutung,significance,B2
1302,14,kompetent,skilled,B2
1303,14,Schädel,skull,B2
1304,14,Slogan,slogan,B2
1305,14,sog,so-called,B2
1306,14,irgendwie,somehow,B2
1307,14,irgendwann,sometime,B2
1308,14,anspruchsvoll,sophisticated,B2
1309,14,Ersatzteil,spare,B2
1310,14,spezialisieren,specialize,B2
1311,14,angeben,specify,B2
1312,14,spektakulär,spectacular,B2
1313,14,Zuschauer,spectator,B2
1314,14,spekulieren,speculate,B2
1315,14,Spekulation,speculation,B2
1316,14,würzen,spice,B2
1317,14,Schatz,treasure,B2
1318,14,Stamm,tribe,B2
1319,14,Trotz,spite,B2
1320,14,verderben,spoil,B2
1321,14,Sprecher,spokesman,B2
1322,14,Sprecher,spokesperson,B2
1323,14,Sprecherin,spokeswoman,B2
1324,14,Sponsoring,sponsorship,B2
1325,14,sportlich,sporting,B2
1326,14,Stall,stall,B2
1327,14,Haltung,stance,B2
1328,14,verhungern,starve,B2
1329,14,ständig,steadily,B2
1330,14,Dampf,steam,B2
1331,14,stimulieren,stimulate,B2
1332,14,stärken,strengthen,B2
1333,14,streng,strictly,B2
1334,14,Schlaganfall,stroke,B2
1335,14,atemberaubend,stunning,B2
1336,14,anschließend,subsequent,B2
1337,14,anschließend,subsequently,B2
1338,14,Vorort,suburb,B2
1339,14,leiden,suffering,B2
1340,14,ausreichend,sufficient,B2
1341,14,ausreichend,sufficiently,B2
1342,14,super,super,B2
1343,14,Chirurg,surgeon,B2
1344,14,Überleben,survival,B2
1345,14,Überlebende,survivor,B2
1346,14,aussetzen,suspend,B2
1347,14,nachhaltig,sustainable,B2
1348,14,schlucken,swallow,B2
1349,14,sympathisch,sympathetic,B2
1350,14,angehen,tackle,B2
1351,14,Etikett,tag,B2
1352,14,klopfen,tap,B2
1353,14,technologisch,technological,B2
1354,14,Teenager,teens,B2
1355,14,Tempel,temple,B2
1356,14,vorübergehend,temporarily,B2
1357,14,Tendenz,tendency,B2
1358,14,Spannung,tension,B2
1359,14,Terminal,terminal,B2
1360,14,Bedingungen,terms,B2
1361,14,schrecklich,terribly,B2
1362,14,erschrecken,terrify,B2
1363,14,Gebiet,territory,B2
1364,14,Terror,terror,B2
1365,14,Terrorismus,terrorism,B2
1366,14,Terrorist,terrorist,B2
1367,14,Testen,testing,B2
1368,14,Lehrbuch,textbook,B2
1369,14,Diebstahl,theft,B2
1370,14,Therapeut,therapist,B2
1371,14,These,thesis,B2
1372,14,gründlich,thorough,B2
1373,14,gründlich,thoroughly,B2
1374,14,Daumen,thumb,B2
1375,14,Timing,timing,B2
1376,14,Gewebe,tissue,B2
1377,14,Tonne,ton,B2
1378,14,Tonne,tonne,B2
1379,14,Turnier,tournament,B2
1380,14,verfolgen,trace,B2
1381,14,Handel,trading,B2
1382,14,Tragödie,tragedy,B2
1383,14,tragisch,tragic,B2
1384,14,Eigenschaft,trait,B2
1385,14,übertragen,transmit,B2
1386,14,Transport,transportation,B2
1387,14,fangen,trap,B2
1388,14,auslösen,trigger,B2
1389,14,Billion,trillion,B2
1390,14,Truppe,troop,B2
1391,14,Tsunami,tsunami,B2
1392,14,ultimativ,ultimate,B2
1393,14,inakzeptabel,unacceptable,B2
1394,14,Unsicherheit,uncertainty,B2
1395,14,unterziehen,undergo,B2
1396,14,unternehmen,undertake,B2
1397,14,entfalten,unfold,B2
1398,14,unglücklich,unfortunate,B2
1399,14,vereinigen,unite,B2
1400,14,Einheit,unity,B2
